master_project_id,match_group_id,source_record_key,source_dataset,source_project_id,source_project_name,normalised_project_name,source_agency,source_location,source_group,source_url,source_record_count,match_group_size,has_cross_source_match
MASTER-0276,GROUP-0276,project_register::PRJ-0081,project_register,PRJ-0081,South West Sydney Rail Extensions Final Business Case,south west sydney rail extensions final business case,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0276,GROUP-0276,project_timeline::TFNSW-0052,project_timeline,TFNSW-0052,South West Sydney Rail Extensions Final Business Case,south west sydney rail extensions final business case,,,Rail,,2,2,True
MASTER-0277,GROUP-0277,project_register::PRJ-0082,project_register,PRJ-0082,Spring Farm Parkway Stage 2,spring farm parkway stage 2,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/spring-farm-parkway-menangle-stage-2,1,2,True
MASTER-0277,GROUP-0277,project_timeline::TFNSW-0066,project_timeline,TFNSW-0066,Spring Farm Parkway Stage 2,spring farm parkway stage 2,,,Central River City,,2,2,True
MASTER-0278,GROUP-0278,project_register::PRJ-0083,project_register,PRJ-0083,Stacey Street upgrade,stacey street upgrade,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/stacey-st-and-hume-highway-bankstown-upgrade,1,2,True
MASTER-0278,GROUP-0278,project_timeline::TFNSW-0067,project_timeline,TFNSW-0067,Stacey Street Upgrade,stacey street upgrade,,,Central River City,,1,2,True
MASTER-0279,GROUP-0279,project_register::PRJ-0084,project_register,PRJ-0084,Sydney Metro - Western Sydney Airport - Northern Extension Final Business Case,sydney metro western sydney airport northern extension final business case,,,In Planning,https://www.sydneymetro.info/planning-future-extensions,1,2,True
MASTER-0279,GROUP-0279,project_timeline::TFNSW-0055,project_timeline,TFNSW-0055,Sydney Metro - Western Sydney Airport - Northern Extension Final Business Case,sydney metro western sydney airport northern extension final business case,,,Sydney Metro,,1,2,True
MASTER-0280,GROUP-0280,project_register::PRJ-0085,project_register,PRJ-0085,Sydney Metro West - Parramatta Integrated Station,sydney metro west parramatta integrated station,,,Pipeline,https://www.sydneymetro.info/station/parramatta-metro-station,1,2,True
MASTER-0280,GROUP-0280,project_timeline::TFNSW-0056,project_timeline,TFNSW-0056,Sydney Metro West - Parramatta Integrated Station,sydney metro west parramatta integrated station,,,Sydney Metro West,,1,2,True
MASTER-0281,GROUP-0281,project_register::PRJ-0086,project_register,PRJ-0086,Sydney Metro West - Pyrmont Integrated Station,sydney metro west pyrmont integrated station,,,Pipeline,https://www.sydneymetro.info/station/pyrmont-station,1,2,True
MASTER-0281,GROUP-0281,project_timeline::TFNSW-0057,project_timeline,TFNSW-0057,Sydney Metro West - Pyrmont Integrated Station,sydney metro west pyrmont integrated station,,,Sydney Metro West,,2,2,True
MASTER-0282,GROUP-0282,project_register::PRJ-0087,project_register,PRJ-0087,Sydney Metro West - Sydney Olympic Park Integrated Station,sydney metro west sydney olympic park integrated station,,,Pipeline,https://www.sydneymetro.info/station/sydney-olympic-park-metro-station,1,2,True
MASTER-0282,GROUP-0282,project_timeline::TFNSW-0058,project_timeline,TFNSW-0058,Sydney Metro West - Sydney Olympic Park Integrated Station,sydney metro west sydney olympic park integrated station,,,Sydney Metro West,,2,2,True
MASTER-0283,GROUP-0283,project_register::PRJ-0088,project_register,PRJ-0088,Sydney to Canberra Rail Corridor Upgrade,sydney to canberra rail corridor upgrade,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0283,GROUP-0283,project_timeline::TFNSW-0053,project_timeline,TFNSW-0053,Sydney to Canberra Rail Corridor Upgrade,sydney to canberra rail corridor upgrade,,,Rail,,1,2,True
MASTER-0284,GROUP-0284,project_register::PRJ-0089,project_register,PRJ-0089,Terrigal Drive Upgrade,terrigal drive upgrade,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0284,GROUP-0284,project_timeline::TFNSW-0006,project_timeline,TFNSW-0006,Terrigal Drive Upgrade,terrigal drive upgrade,,,Central Coast roads,,2,2,True
MASTER-0285,GROUP-0285,project_register::PRJ-0090,project_register,PRJ-0090,"The Horsley Drive, M7 Motorway to Cowpasture Road",the horsley drive m7 motorway to cowpasture road,,,Pipeline,https://roads-waterways.transport.nsw.gov.au/projects/the-horsley-drive-upgrade/index.html,1,2,True
MASTER-0285,GROUP-0285,project_timeline::TFNSW-0095,project_timeline,TFNSW-0095,"The Horsley Drive, M7 Motorway to Cowpasture Road",the horsley drive m7 motorway to cowpasture road,,,Western Parkland City,,2,2,True
MASTER-0286,GROUP-0286,project_register::PRJ-0091,project_register,PRJ-0091,"The Northern Road Upgrade, Borrowdale Way to Londonderry Road",the northern road upgrade borrowdale way to londonderry road,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/northern-road-upgrade-between-borrowdale-way-jordan-springs-to,1,2,True
MASTER-0286,GROUP-0286,project_timeline::TFNSW-0096,project_timeline,TFNSW-0096,"The Northern Road Upgrade, Borrowdale Way to Londonderry Road",the northern road upgrade borrowdale way to londonderry road,,,Western Parkland City,,1,2,True
MASTER-0287,GROUP-0287,project_register::PRJ-0092,project_register,PRJ-0092,Thornton bridge duplication,thornton bridge duplication,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0287,GROUP-0287,project_timeline::TFNSW-0012,project_timeline,TFNSW-0012,Thornton bridge duplication,thornton bridge duplication,,,Hunter roads,,1,2,True
MASTER-0288,GROUP-0288,project_register::PRJ-0093,project_register,PRJ-0093,Wagga Wagga Freight Bypass,wagga wagga freight bypass,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0288,GROUP-0288,project_timeline::TFNSW-0040,project_timeline,TFNSW-0040,Wagga Wagga Freight Bypass,wagga wagga freight bypass,,,Regional NSW major road and bridge upgrades,,1,2,True
MASTER-0289,GROUP-0289,project_register::PRJ-0094,project_register,PRJ-0094,Werrington Arterial Stage 2,werrington arterial stage 2,,,In Planning,https://www.transport.nsw.gov.au/news-and-events/media-releases/3-million-to-start-planning-werrington-arterial-stage-2,1,2,True
MASTER-0289,GROUP-0289,project_timeline::TFNSW-0097,project_timeline,TFNSW-0097,Werrington Arterial Stage 2,werrington arterial stage 2,,,Western Parkland City,,1,2,True
MASTER-0290,GROUP-0290,project_register::PRJ-0095,project_register,PRJ-0095,Western Sydney Freight Line and Intermodal Terminal  - Stage 1 Full Business Case,western sydney freight line and intermodal terminal stage 1 full business case,,,In Planning,https://www.transport.nsw.gov.au/corridors/wsfl,1,2,True
MASTER-0290,GROUP-0290,project_timeline::TFNSW-0054,project_timeline,TFNSW-0054,Western Sydney Freight Line and Intermodal Terminal - Stage 1 Full Business Case,western sydney freight line and intermodal terminal stage 1 full business case,,,Rail,,2,2,True
MASTER-0291,GROUP-0291,project_register::PRJ-0096,project_register,PRJ-0096,Western Sydney Heavy Vehicle Rest Area,western sydney heavy vehicle rest area,,,Pipeline,https://www.transport.nsw.gov.au/operations/freight-hub/heavy-vehicle-rest-stopping-improvements,1,2,True
MASTER-0291,GROUP-0291,project_timeline::TFNSW-0098,project_timeline,TFNSW-0098,Western Sydney Heavy Vehicle Rest Area,western sydney heavy vehicle rest area,,,Western Parkland City,,3,2,True
MASTER-0292,GROUP-0292,project_register::PRJ-0097,project_register,PRJ-0097,Windsor Road Upgrade at Rouse Hill,windsor road upgrade at rouse hill,,,Pipeline,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0292,GROUP-0292,project_timeline::TFNSW-0100,project_timeline,TFNSW-0100,Windsor Road Upgrade at Rouse Hill,windsor road upgrade at rouse hill,,,Western Parkland City,,3,2,True
MASTER-0293,GROUP-0293,project_register::PRJ-0098,project_register,PRJ-0098,Woollahra Station Activation,woollahra station activation,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/woollahra-station-activation,1,2,True
MASTER-0293,GROUP-0293,project_timeline::TFNSW-0042,project_timeline,TFNSW-0042,Woollahra Station Activation,woollahra station activation,,,Accessibility,,1,2,True
MASTER-0294,GROUP-0294,project_timeline::TFNSW-0016,project_timeline,TFNSW-0016,Rocky Cut realignment,rocky cut realignment,,,New England Highway,,1,1,False
MASTER-0295,GROUP-0295,project_timeline::TFNSW-0028,project_timeline,TFNSW-0028,"Murray River, Swan Hill bridge replacement",murray river swan hill bridge replacement,,,Regional NSW major road and bridge upgrades,,2,1,False
MASTER-0296,GROUP-0296,project_timeline::TFNSW-0030,project_timeline,TFNSW-0030,"Newell Highway, improve flood mitigation between West Wyalong and Forbes - July November",newell highway improve flood mitigation between west wyalong and forbes july november,,,Regional NSW major road and bridge upgrades,,4,1,False
MASTER-0297,GROUP-0297,project_timeline::TFNSW-0048,project_timeline,TFNSW-0048,New Electric Bus Program Tranche 1,new electric bus program tranche 1,,,Buses,,1,1,False
MASTER-0298,GROUP-0298,project_timeline::TFNSW-0050,project_timeline,TFNSW-0050,Sydney Fish Markets Ferry Wharf,sydney fish markets ferry wharf,,,Eastern Harbour City,,2,1,False
MASTER-0299,GROUP-0299,project_timeline::TFNSW-0073,project_timeline,TFNSW-0073,Appin Road and St Johns Road Intersection Upgrade,appin road and st johns road intersection upgrade,,,Western Parkland City,,2,1,False
MASTER-0300,GROUP-0300,project_timeline::TFNSW-0075,project_timeline,TFNSW-0075,Bradfield Metro Link Road - Badgerys Creek Road to Proposed Eastern Ring Road,bradfield metro link road badgerys creek road to proposed eastern ring road,,,Western Parkland City,,1,1,False
MASTER-0301,GROUP-0301,project_timeline::TFNSW-0094,project_timeline,TFNSW-0094,"The Horsley Dr/Polding St, Fairfield",the horsley dr polding st fairfield,,,Western Parkland City,,2,1,False
MASTER-0302,GROUP-0302,project_timeline::TFNSW-0105,project_timeline,TFNSW-0105,Dobroyd Parade Pedestrian Bridge,dobroyd parade pedestrian bridge,,,Minor Projects,,2,1,False
MASTER-0303,GROUP-0303,project_timeline::TFNSW-0106,project_timeline,TFNSW-0106,Flushcombe Rd / Bungarribee Rd Intersection Upgrade and Francis Street Upgrade,flushcombe rd bungarribee rd intersection upgrade and francis street upgrade,,,Minor Projects,,1,1,False
MASTER-0304,GROUP-0304,project_timeline::TFNSW-0107,project_timeline,TFNSW-0107,Francis Road Railway Overpass Widening at Rooty Hill,francis road railway overpass widening at rooty hill,,,Minor Projects,,1,1,False
MASTER-0305,GROUP-0305,project_timeline::TFNSW-0108,project_timeline,TFNSW-0108,Greater Sydney Cycling and Micromobility Investment Program,greater sydney cycling and micromobility investment program,,,Minor Projects,,1,1,False
MASTER-0306,GROUP-0306,project_timeline::TFNSW-0109,project_timeline,TFNSW-0109,Hurstville Pedestrian Bridge,hurstville pedestrian bridge,,,Minor Projects,,3,1,False
MASTER-0307,GROUP-0307,project_timeline::TFNSW-0110,project_timeline,TFNSW-0110,Kosciuszko Rd and Alpine Way (Intersection Upgrade),kosciuszko rd and alpine way intersection upgrade,,,Minor Projects,,1,1,False
MASTER-0308,GROUP-0308,project_timeline::TFNSW-0111,project_timeline,TFNSW-0111,M4 Improvement Works - Coleman to Church,m4 improvement works coleman to church,,,Minor Projects,,2,1,False
MASTER-0309,GROUP-0309,project_timeline::TFNSW-0112,project_timeline,TFNSW-0112,"McEvoy Street and Botany Road, Waterloo Intersection Improvements",mcevoy street and botany road waterloo intersection improvements,,,Minor Projects,,3,1,False
MASTER-0310,GROUP-0310,project_timeline::TFNSW-0113,project_timeline,TFNSW-0113,North Sydney Active Transport,north sydney active transport,,,Minor Projects,,8,1,False
MASTER-0311,GROUP-0311,project_timeline::TFNSW-0114,project_timeline,TFNSW-0114,Parramatta to Sydney Foreshore link,parramatta to sydney foreshore link,,,Minor Projects,,1,1,False
MASTER-0312,GROUP-0312,project_timeline::TFNSW-0115,project_timeline,TFNSW-0115,Princes Hwy/Waratah St Intrs-Kirrawee,princes hwy waratah st intrs kirrawee,,,Minor Projects,,2,1,False
MASTER-0313,GROUP-0313,project_timeline::TFNSW-0116,project_timeline,TFNSW-0116,Safety Barrier Program,safety barrier program,,,Minor Projects,,1,1,False
MASTER-0314,GROUP-0314,project_timeline::TFNSW-0117,project_timeline,TFNSW-0117,Shellharbour Hospital Shared User Path,shellharbour hospital shared user path,,,Minor Projects,,1,1,False
MASTER-0315,GROUP-0315,project_timeline::TFNSW-0118,project_timeline,TFNSW-0118,Strategic Cycleway Corridors,strategic cycleway corridors,,,Minor Projects,,1,1,False
MASTER-0316,GROUP-0316,project_timeline::TFNSW-0119,project_timeline,TFNSW-0119,Sutherland to Cronulla Active Transport Link (Stage 2B West),sutherland to cronulla active transport link stage 2b west,,,Minor Projects,,5,1,False
MASTER-0317,GROUP-0317,project_timeline::TFNSW-0120,project_timeline,TFNSW-0120,Sutherland to Cronulla Active Transport Link (Stage 3),sutherland to cronulla active transport link stage 3,,,Minor Projects,,5,1,False
MASTER-0318,GROUP-0318,project_timeline::TFNSW-0121,project_timeline,TFNSW-0121,Sydney Park Junction,sydney park junction,,,Minor Projects,,2,1,False
MASTER-0319,GROUP-0319,project_timeline::TFNSW-0122,project_timeline,TFNSW-0122,Thurgoona Drive Intersection Upgrade,thurgoona drive intersection upgrade,,,Minor Projects,,1,1,False
MASTER-0320,GROUP-0320,project_timeline::TFNSW-0123,project_timeline,TFNSW-0123,"WSRB, Package 4; Bradfield Layover",wsrb package 4 bradfield layover,,,Minor Projects,,1,1,False
